ID;Unit;Civic number - Parcel;Street name - Parcel;Business name;Retail category;Year recorded;Geo Local Area;Geom;geo_point_2d
7618;N/A;1114;DAVIE ST;Oxford Barber Shop;Service Commercial;2021;West End;"{""coordinates"": [-123.13196686108577, 49.280502561492376], ""type"": ""Point""}";49.280502561492376, -123.13196686108577
7621;N/A;1123;DAVIE ST;Care Point Medical & Wellness;Service Commercial;2021;West End;"{""coordinates"": [-123.13154491141442, 49.28098863753425], ""type"": ""Point""}";49.28098863753425, -123.13154491141442
7627;N/A;1141;DAVIE ST;Gurkha Himalayan Kitchen;Food & Beverage;2021;West End;"{""coordinates"": [-123.13193803004243, 49.2812431478128], ""type"": ""Point""}";49.2812431478128, -123.13193803004243
7630;N/A;1148;DAVIE ST;Mumbai Local Restaurants Ltd;Food & Beverage;2021;West End;"{""coordinates"": [-123.1324210008603, 49.280796212233014], ""type"": ""Point""}";49.280796212233014, -123.1324210008603
7631;N/A;1150;DAVIE ST;Pho Goodness Vietnamese;Food & Beverage;2021;West End;"{""coordinates"": [-123.1324210008603, 49.280796212233014], ""type"": ""Point""}";49.280796212233014, -123.1324210008603
7634;130;1160;DAVIE ST;Trees Cheescake and Organic Coffee;Convenience Goods;2021;West End;"{""coordinates"": [-123.13301049064856, 49.281177876207174], ""type"": ""Point""}";49.281177876207174, -123.13301049064856
7636;120;1160;DAVIE ST;Great Clips;Service Commercial;2021;West End;"{""coordinates"": [-123.13301049064856, 49.281177876207174], ""type"": ""Point""}";49.281177876207174, -123.13301049064856
7638;150;1160;DAVIE ST;Kin's Farm Market-Davie St;Convenience Goods;2021;West End;"{""coordinates"": [-123.13301049064856, 49.281177876207174], ""type"": ""Point""}";49.281177876207174, -123.13301049064856
7642;N/A;1167;DAVIE ST;PumpJack Pub;Food & Beverage;2021;West End;"{""coordinates"": [-123.13247841881801, 49.281593011400375], ""type"": ""Point""}";49.281593011400375, -123.13247841881801
7649;N/A;1183;DAVIE ST;Disco Cheetah Korean Chicken;Food & Beverage;2021;West End;"{""coordinates"": [-123.13284144319113, 49.281790081083905], ""type"": ""Point""}";49.281790081083905, -123.13284144319113
7651;N/A;1191;DAVIE ST;Fido Exclusive Dealer;Service Commercial;2021;West End;"{""coordinates"": [-123.13284144319113, 49.281790081083905], ""type"": ""Point""}";49.281790081083905, -123.13284144319113
7652;N/A;1193;DAVIE ST;Thida Thai Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.13284144319113, 49.281790081083905], ""type"": ""Point""}";49.281790081083905, -123.13284144319113
7658;N/A;1204;DAVIE ST;Garden Health;Convenience Goods;2021;West End;"{""coordinates"": [-123.13394218529554, 49.281654806519725], ""type"": ""Point""}";49.281654806519725, -123.13394218529554
7663;N/A;1216;DAVIE ST;Maple Leaf Bakery;Convenience Goods;2021;West End;"{""coordinates"": [-123.13404233701972, 49.281845819048], ""type"": ""Point""}";49.281845819048, -123.13404233701972
7667;N/A;1222;DAVIE ST;Urban Decor Warehouse Ltd;Comparison Goods;2021;West End;"{""coordinates"": [-123.13404233701972, 49.281845819048], ""type"": ""Point""}";49.281845819048, -123.13404233701972
7668;N/A;1224;DAVIE ST;Ho Ho Yummy Food;Food & Beverage;2021;West End;"{""coordinates"": [-123.13419733451522, 49.28194613507995], ""type"": ""Point""}";49.28194613507995, -123.13419733451522
7672;N/A;1232;DAVIE ST;Davie Pharmacy;Convenience Goods;2021;West End;"{""coordinates"": [-123.13458282722723, 49.282195754502254], ""type"": ""Point""}";49.282195754502254, -123.13458282722723
7676;4;1238;DAVIE ST;Laundry Valet Services;Service Commercial;2021;West End;"{""coordinates"": [-123.13458282722723, 49.282195754502254], ""type"": ""Point""}";49.282195754502254, -123.13458282722723
7682;N/A;1252;DAVIE ST;Magic Dollar Discount Store;Comparison Goods;2021;West End;"{""coordinates"": [-123.13458282722723, 49.282195754502254], ""type"": ""Point""}";49.282195754502254, -123.13458282722723
7683;N/A;1255;DAVIE ST;Your Independent Grocer;Convenience Goods;2021;West End;"{""coordinates"": [-123.13385410948923, 49.282483462561196], ""type"": ""Point""}";49.282483462561196, -123.13385410948923
7684;N/A;1262;DAVIE ST;Score on Davie;Convenience Goods;2021;West End;"{""coordinates"": [-123.13468136230529, 49.28225935614261], ""type"": ""Point""}";49.28225935614261, -123.13468136230529
7688;N/A;1305;DAVIE ST;Matchstick Coffee Inc;Food & Beverage;2021;West End;"{""coordinates"": [-123.13493718549782, 49.283185490803554], ""type"": ""Point""}";49.283185490803554, -123.13493718549782
7693;N/A;1611;DAVIE ST;Safeway #4998;Convenience Goods;2021;West End;"{""coordinates"": [-123.13901531278981, 49.28582471809621], ""type"": ""Point""}";49.28582471809621, -123.13901531278981
7695;N/A;1611;DAVIE ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.13901531278981, 49.28582471809621], ""type"": ""Point""}";49.28582471809621, -123.13901531278981
7702;N/A;1682;DAVIE ST;Safeway Pharmacy #4934;Convenience Goods;2021;West End;"{""coordinates"": [-123.14023419312575, 49.285854256177636], ""type"": ""Point""}";49.285854256177636, -123.14023419312575
7705;N/A;1690;DAVIE ST;Canada Trust - Trust Company;Service Commercial;2021;West End;"{""coordinates"": [-123.14023419312575, 49.285854256177636], ""type"": ""Point""}";49.285854256177636, -123.14023419312575
7708;N/A;1711;DAVIE ST;Yummy To Go;Food & Beverage;2021;West End;"{""coordinates"": [-123.14034026242491, 49.286682157296624], ""type"": ""Point""}";49.286682157296624, -123.14034026242491
7709;N/A;1713;DAVIE ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.14034026242491, 49.286682157296624], ""type"": ""Point""}";49.286682157296624, -123.14034026242491
7713;N/A;1719;DAVIE ST;Davie Street Market;Convenience Goods;2021;West End;"{""coordinates"": [-123.14034026242491, 49.286682157296624], ""type"": ""Point""}";49.286682157296624, -123.14034026242491
7731;N/A;1795;DAVIE ST;Starbucks Coffee;Food & Beverage;2021;West End;"{""coordinates"": [-123.14144430610212, 49.28723270360627], ""type"": ""Point""}";49.28723270360627, -123.14144430610212
7733;N/A;1795;ROBSON ST;Chung Chun Rice Hotdog;Food & Beverage;2021;West End;"{""coordinates"": [-123.1351098381324, 49.29145733401423], ""type"": ""Point""}";49.29145733401423, -123.1351098381324
7734;N/A;1190;THURLOW ST;Doctor's Choice Integrative Medicine;Service Commercial;2021;West End;"{""coordinates"": [-123.13075780469589, 49.28041606476511], ""type"": ""Point""}";49.28041606476511, -123.13075780469589
7735;N/A;1201;THURLOW ST;Martway;Convenience Goods;2021;West End;"{""coordinates"": [-123.1315875377654, 49.280383094617314], ""type"": ""Point""}";49.280383094617314, -123.1315875377654
7738;N/A;1240;THURLOW ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.1312904713275, 49.280064793527835], ""type"": ""Point""}";49.280064793527835, -123.1312904713275
7739;N/A;1782;ALBERNI ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.13438247196724, 49.29186886444212], ""type"": ""Point""}";49.29186886444212, -123.13438247196724
7747;N/A;679;DENMAN ST;Running Room Canada Inc;Comparison Goods;2021;West End;"{""coordinates"": [-123.13430165117248, 49.29249246709447], ""type"": ""Point""}";49.29249246709447, -123.13430165117248
7749;N/A;683;DENMAN ST;Georgia Medical Clinic;Service Commercial;2021;West End;"{""coordinates"": [-123.13430165117248, 49.29249246709447], ""type"": ""Point""}";49.29249246709447, -123.13430165117248
7754;N/A;740;DENMAN ST;Motomachi Shokudo;Food & Beverage;2021;West End;"{""coordinates"": [-123.13447887386292, 49.29180507553598], ""type"": ""Point""}";49.29180507553598, -123.13447887386292
7757;N/A;773;DENMAN ST;West End Veterinary Clinic;Comparison Goods;2021;West End;"{""coordinates"": [-123.13544052422544, 49.29186023426683], ""type"": ""Point""}";49.29186023426683, -123.13544052422544
7761;N/A;779;DENMAN ST;Van Mist Vapor Co;Convenience Goods;2021;West End;"{""coordinates"": [-123.13544052422544, 49.29186023426683], ""type"": ""Point""}";49.29186023426683, -123.13544052422544
7762;N/A;780;DENMAN ST;Weather Tea;Food & Beverage;2021;West End;"{""coordinates"": [-123.13491135957206, 49.29156406234604], ""type"": ""Point""}";49.29156406234604, -123.13491135957206
7764;N/A;785;DENMAN ST;Starbucks Coffee;Food & Beverage;2021;West End;"{""coordinates"": [-123.13544052422544, 49.29186023426683], ""type"": ""Point""}";49.29186023426683, -123.13544052422544
7768;N/A;815;DENMAN ST;Ukrainian Village Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.13581953714711, 49.29147884334615], ""type"": ""Point""}";49.29147884334615, -123.13581953714711
7770;N/A;823;DENMAN ST;Zakkushi on Denman;Food & Beverage;2021;West End;"{""coordinates"": [-123.13640308659966, 49.29109226166358], ""type"": ""Point""}";49.29109226166358, -123.13640308659966
7779;N/A;847;DENMAN ST;Ma-Dang-Coul Korean Rest.;Food & Beverage;2021;West End;"{""coordinates"": [-123.13640308659966, 49.29109226166358], ""type"": ""Point""}";49.29109226166358, -123.13640308659966
7782;N/A;854;DENMAN ST;Izakaya Gon's;Food & Beverage;2021;West End;"{""coordinates"": [-123.1360506476165, 49.290779390847014], ""type"": ""Point""}";49.290779390847014, -123.1360506476165
7784;N/A;857;DENMAN ST;Rumi Optical Ltd;Comparison Goods;2021;West End;"{""coordinates"": [-123.13692115643401, 49.29074915718008], ""type"": ""Point""}";49.29074915718008, -123.13692115643401
7785;N/A;861;DENMAN ST;The Sauce, Pasta Cafe;Food & Beverage;2021;West End;"{""coordinates"": [-123.13692115643401, 49.29074915718008], ""type"": ""Point""}";49.29074915718008, -123.13692115643401
7787;N/A;866;DENMAN ST;True Confections;Food & Beverage;2021;West End;"{""coordinates"": [-123.1360506476165, 49.290779390847014], ""type"": ""Point""}";49.290779390847014, -123.1360506476165
7788;N/A;867;DENMAN ST;Damso Modern Korean Cuisine;Food & Beverage;2021;West End;"{""coordinates"": [-123.13692115643401, 49.29074915718008], ""type"": ""Point""}";49.29074915718008, -123.13692115643401
7790;N/A;871;DENMAN ST;Kingyo;Food & Beverage;2021;West End;"{""coordinates"": [-123.13711398029665, 49.29062143467435], ""type"": ""Point""}";49.29062143467435, -123.13711398029665
7792;N/A;907;DENMAN ST;Hui Lau Shan;Food & Beverage;2021;West End;"{""coordinates"": [-123.13746546876219, 49.29038864137609], ""type"": ""Point""}";49.29038864137609, -123.13746546876219
7794;N/A;917;DENMAN ST;AARM Dental Group;Service Commercial;2021;West End;"{""coordinates"": [-123.13746546876219, 49.29038864137609], ""type"": ""Point""}";49.29038864137609, -123.13746546876219
7795;N/A;923;DENMAN ST;Spencer Chandra Herbert;Service Commercial;2021;West End;"{""coordinates"": [-123.13746546876219, 49.29038864137609], ""type"": ""Point""}";49.29038864137609, -123.13746546876219
7803;N/A;961;DENMAN ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.13805447185524, 49.29001014493256], ""type"": ""Point""}";49.29001014493256, -123.13805447185524
7811;N/A;986;DENMAN ST;Ayoub's Dried Fruits & Nuts Inc;Convenience Goods;2021;West End;"{""coordinates"": [-123.1382316193095, 49.28936635596448], ""type"": ""Point""}";49.28936635596448, -123.1382316193095
7818;N/A;1005;DENMAN ST;Bosley's Pet Food Plus Inc;Comparison Goods;2021;West End;"{""coordinates"": [-123.13915723832005, 49.28933222195094], ""type"": ""Point""}";49.28933222195094, -123.13915723832005
7819;N/A;1009;DENMAN ST;H & R Block Canada Inc;Service Commercial;2021;West End;"{""coordinates"": [-123.13915723832005, 49.28933222195094], ""type"": ""Point""}";49.28933222195094, -123.13915723832005
7820;N/A;1020;DENMAN ST;Shoppers Drug Mart #201;Convenience Goods;2021;West End;"{""coordinates"": [-123.13861747946038, 49.288672378898276], ""type"": ""Point""}";49.288672378898276, -123.13861747946038
7825;N/A;1030;DENMAN ST;Burger King;Food & Beverage;2021;West End;"{""coordinates"": [-123.13861747946038, 49.288672378898276], ""type"": ""Point""}";49.288672378898276, -123.13861747946038
7850;N/A;1059;DENMAN ST;Shizenya Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.1400740699136, 49.288660708863596], ""type"": ""Point""}";49.288660708863596, -123.1400740699136
7852;N/A;1061;DENMAN ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.1400740699136, 49.288660708863596], ""type"": ""Point""}";49.288660708863596, -123.1400740699136
7857;N/A;1075;DENMAN ST;Denman Dry Cleaner;Service Commercial;2021;West End;"{""coordinates"": [-123.14031535145457, 49.28850091020875], ""type"": ""Point""}";49.28850091020875, -123.14031535145457
7863;N/A;1101;DENMAN ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.14065512781094, 49.28840439724538], ""type"": ""Point""}";49.28840439724538, -123.14065512781094
7866;N/A;1110;DENMAN ST;Falafel King Enterprises Ltd;Food & Beverage;2021;West End;"{""coordinates"": [-123.14038893083806, 49.28793729867776], ""type"": ""Point""}";49.28793729867776, -123.14038893083806
7869;N/A;1116;DENMAN ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.14038893083806, 49.28793729867776], ""type"": ""Point""}";49.28793729867776, -123.14038893083806
7875;N/A;1152;DENMAN ST;Persian Mediterranean Cuisine;Food & Beverage;2021;West End;"{""coordinates"": [-123.1409848341654, 49.287542577535994], ""type"": ""Point""}";49.287542577535994, -123.1409848341654
7886;201;1184;DENMAN ST;Won More Szechuan Cuisine;Food & Beverage;2021;West End;"{""coordinates"": [-123.14144430610212, 49.28723270360627], ""type"": ""Point""}";49.28723270360627, -123.14144430610212
7889;N/A;1184;DENMAN ST;McIntosh Convenience Store;Convenience Goods;2021;West End;"{""coordinates"": [-123.14144430610212, 49.28723270360627], ""type"": ""Point""}";49.28723270360627, -123.14144430610212
7891;N/A;1193;DENMAN ST;Papi's Seafood And Oyster Bar;Food & Beverage;2021;West End;"{""coordinates"": [-123.14132453876674, 49.287832184849314], ""type"": ""Point""}";49.287832184849314, -123.14132453876674
7892;N/A;1210;DENMAN ST;Hook Restaurant Ltd;Food & Beverage;2021;West End;"{""coordinates"": [-123.14180476196384, 49.286870698231], ""type"": ""Point""}";49.286870698231, -123.14180476196384
7893;N/A;1777;HARO ST;Oxygen Yoga and Fitness;Entertainment and Leisure;2021;West End;"{""coordinates"": [-123.1360506476165, 49.290779390847014], ""type"": ""Point""}";49.290779390847014, -123.1360506476165
7894;N/A;1795;PENDRELL ST;Zeitoon Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.14038893083806, 49.28793729867776], ""type"": ""Point""}";49.28793729867776, -123.14038893083806
7902;N/A;780;BIDWELL ST;Marutama Ra-Men;Food & Beverage;2021;West End;"{""coordinates"": [-123.13332627562588, 49.290555594849494], ""type"": ""Point""}";49.290555594849494, -123.13332627562588
7903;N/A;818;BIDWELL ST;Euro-Food Plus Enterprises Inc;Convenience Goods;2021;West End;"{""coordinates"": [-123.13376835604124, 49.29000595157455], ""type"": ""Point""}";49.29000595157455, -123.13376835604124
7904;N/A;833;BIDWELL ST;Momo Sushi;Food & Beverage;2021;West End;"{""coordinates"": [-123.13435934107856, 49.290388007545644], ""type"": ""Point""}";49.290388007545644, -123.13435934107856
7909;N/A;793;JERVIS ST;Miss Korea BBQ;Food & Beverage;2021;West End;"{""coordinates"": [-123.12866899482229, 49.28749198419901], ""type"": ""Point""}";49.28749198419901, -123.12866899482229
7914;N/A;1311;ROBSON ST;Big Feet;Service Commercial;2021;West End;"{""coordinates"": [-123.12866899482229, 49.28749198419901], ""type"": ""Point""}";49.28749198419901, -123.12866899482229
7917;2R;1323;ROBSON ST;HNS Hannam Supermarket;Convenience Goods;2021;West End;"{""coordinates"": [-123.12866899482229, 49.28749198419901], ""type"": ""Point""}";49.28749198419901, -123.12866899482229
7920;N/A;1331;ROBSON ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.12866899482229, 49.28749198419901], ""type"": ""Point""}";49.28749198419901, -123.12866899482229
7922;N/A;1335;ROBSON ST;Miko Sushi Japanese Rest.;Food & Beverage;2021;West End;"{""coordinates"": [-123.12866899482229, 49.28749198419901], ""type"": ""Point""}";49.28749198419901, -123.12866899482229
7927;N/A;1359;ROBSON ST;Stepho's Greek Taverna;Food & Beverage;2021;West End;"{""coordinates"": [-123.12929413866573, 49.287883423635506], ""type"": ""Point""}";49.287883423635506, -123.12929413866573
7936;N/A;1471;ROBSON ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.13051333573624, 49.288685912589436], ""type"": ""Point""}";49.288685912589436, -123.13051333573624
7940;N/A;1509;ROBSON ST;Kazami Japanese Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.13100617494497, 49.289005080947476], ""type"": ""Point""}";49.289005080947476, -123.13100617494497
7942;N/A;1518;ROBSON ST;Sura Korean Cuisine;Food & Beverage;2021;West End;"{""coordinates"": [-123.13184179148249, 49.288773400040334], ""type"": ""Point""}";49.288773400040334, -123.13184179148249
7955;101;1610;ROBSON ST;Vancouver Luggage Warehouse;Comparison Goods;2021;West End;"{""coordinates"": [-123.13293179129393, 49.2894648367403], ""type"": ""Point""}";49.2894648367403, -123.13293179129393
7964;121;1610;ROBSON ST;Hue Nails and Spa;Service Commercial;2021;West End;"{""coordinates"": [-123.13293179129393, 49.2894648367403], ""type"": ""Point""}";49.2894648367403, -123.13293179129393
7967;136;1610;ROBSON ST;Divino's Corks'n Candles;Convenience Goods;2021;West End;"{""coordinates"": [-123.13293179129393, 49.2894648367403], ""type"": ""Point""}";49.2894648367403, -123.13293179129393
7977;N/A;1625;ROBSON ST;Harmonie Day Spa;Service Commercial;2021;West End;"{""coordinates"": [-123.13292168833775, 49.29024456556047], ""type"": ""Point""}";49.29024456556047, -123.13292168833775
7981;N/A;1648;ROBSON ST;Beijing Tong Ren Tang Canada;Convenience Goods;2021;West End;"{""coordinates"": [-123.13341338479448, 49.28978982580504], ""type"": ""Point""}";49.28978982580504, -123.13341338479448
7982;N/A;1660;ROBSON ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.13376835604124, 49.29000595157455], ""type"": ""Point""}";49.29000595157455, -123.13376835604124
7983;N/A;1666;ROBSON ST;Robson Nails & Spa;Service Commercial;2021;West End;"{""coordinates"": [-123.13376835604124, 49.29000595157455], ""type"": ""Point""}";49.29000595157455, -123.13376835604124
7984;N/A;1668;ROBSON ST;Pokerrito;Food & Beverage;2021;West End;"{""coordinates"": [-123.13376835604124, 49.29000595157455], ""type"": ""Point""}";49.29000595157455, -123.13376835604124
7985;N/A;1675;ROBSON ST;Whole Foods Market;Convenience Goods;2021;West End;"{""coordinates"": [-123.13292168833775, 49.29024456556047], ""type"": ""Point""}";49.29024456556047, -123.13292168833775
