ID;Unit;Civic number - Parcel;Street name - Parcel;Business name;Retail category;Year recorded;Geo Local Area;Geom;geo_point_2d
2046;N/A;3348;DUNBAR ST;Dunbar Pizza;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18472794532526, 49.25698621394523], ""type"": ""Point""}";49.25698621394523, -123.18472794532526
2048;N/A;3350;DUNBAR ST;Yummy Market;Convenience Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18472794532526, 49.25698621394523], ""type"": ""Point""}";49.25698621394523, -123.18472794532526
2055;N/A;3383;DUNBAR ST;Rose Nails & Spa;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18550630716342, 49.256711670412955], ""type"": ""Point""}";49.256711670412955, -123.18550630716342
2058;N/A;3420;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18473444523634, 49.256257735433756], ""type"": ""Point""}";49.256257735433756, -123.18473444523634
2059;N/A;3422;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18473444523634, 49.256257735433756], ""type"": ""Point""}";49.256257735433756, -123.18473444523634
2063;N/A;3446;DUNBAR ST;Kuma Japanese;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18473630838541, 49.25607684123451], ""type"": ""Point""}";49.25607684123451, -123.18473630838541
2067;N/A;3463;DUNBAR ST;Tim Hortons;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.1855065407093, 49.25603288519235], ""type"": ""Point""}";49.25603288519235, -123.1855065407093
2069;N/A;3470;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18473771501813, 49.255941171241126], ""type"": ""Point""}";49.255941171241126, -123.18473771501813
2070;120;3479;DUNBAR ST;Johnston Meier Insurance;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.1855065407093, 49.25603288519235], ""type"": ""Point""}";49.25603288519235, -123.1855065407093
2072;N/A;3480;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18473911753489, 49.25580550484921], ""type"": ""Point""}";49.25580550484921, -123.18473911753489
2073;N/A;3496;DUNBAR ST;Pan Fo Si Meditation;Entertainment and Leisure;2021;Dunbar-Southlands;"{""coordinates"": [-123.18474005117592, 49.255715062687216], ""type"": ""Point""}";49.255715062687216, -123.18474005117592
2080;N/A;4200;DUNBAR ST;TD Canada Trust;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18485131297993, 49.24874770524774], ""type"": ""Point""}";49.24874770524774, -123.18485131297993
2081;N/A;4205;DUNBAR ST;Royal Bank;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.1856233990778, 49.24886837702661], ""type"": ""Point""}";49.24886837702661, -123.1856233990778
2084;N/A;4221;DUNBAR ST;Café Artigiano;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18562638889289, 49.24848461035401], ""type"": ""Point""}";49.24848461035401, -123.18562638889289
2085;N/A;4221;DUNBAR ST;Stongs;Convenience Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18562638889289, 49.24848461035401], ""type"": ""Point""}";49.24848461035401, -123.18562638889289
2087;N/A;4250;DUNBAR ST;Image Optometry;Comparison Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18485131297993, 49.24874770524774], ""type"": ""Point""}";49.24874770524774, -123.18485131297993
2092;N/A;4290;DUNBAR ST;Valentin Salon;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18484104240629, 49.24824725743236], ""type"": ""Point""}";49.24824725743236, -123.18484104240629
2096;N/A;4305;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18553479185725, 49.247866948573304], ""type"": ""Point""}";49.247866948573304, -123.18553479185725
2100;N/A;4321;DUNBAR ST;Sweet Somethings;Convenience Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18553479185725, 49.247866948573304], ""type"": ""Point""}";49.247866948573304, -123.18553479185725
2102;N/A;4335;DUNBAR ST;Through the Garden Gate;Comparison Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18552155553732, 49.247721640108075], ""type"": ""Point""}";49.247721640108075, -123.18552155553732
2104;N/A;4345;DUNBAR ST;Jd's;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18552200492884, 49.24765308669643], ""type"": ""Point""}";49.24765308669643, -123.18552200492884
2114;N/A;4479;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18567067500143, 49.24644160238141], ""type"": ""Point""}";49.24644160238141, -123.18567067500143
2116;N/A;4495;DUNBAR ST;T.CUP;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18567067500143, 49.24644160238141], ""type"": ""Point""}";49.24644160238141, -123.18567067500143
2120;N/A;4531;DUNBAR ST;Kerrisdale Equipment Rentals;Comparison Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18561299004479, 49.24584352614223], ""type"": ""Point""}";49.24584352614223, -123.18561299004479
2122;N/A;4543;DUNBAR ST;Alta Vista Animal Hospital;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18559908820531, 49.24574747932937], ""type"": ""Point""}";49.24574747932937, -123.18559908820531
2124;N/A;4585;DUNBAR ST;Cheshire Cheese Inn;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.1856024625203, 49.245363638970076], ""type"": ""Point""}";49.245363638970076, -123.1856024625203
2130;N/A;5520;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18502320602808, 49.23606979171254], ""type"": ""Point""}";49.23606979171254, -123.18502320602808
2131;N/A;5530;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18502320602808, 49.23606979171254], ""type"": ""Point""}";49.23606979171254, -123.18502320602808
2133;N/A;5557;DUNBAR ST;H-Mart Dunbar;Convenience Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18575714003228, 49.23583235896082], ""type"": ""Point""}";49.23583235896082, -123.18575714003228
2134;N/A;5601;DUNBAR ST;Q Coffee;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18574642455926, 49.235627027129304], ""type"": ""Point""}";49.235627027129304, -123.18574642455926
2135;N/A;5605;DUNBAR ST;Phonatic Noodle Shop;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18574642455926, 49.235627027129304], ""type"": ""Point""}";49.235627027129304, -123.18574642455926
2140;N/A;5631;DUNBAR ST;Top Barber;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18576561528145, 49.235370332872705], ""type"": ""Point""}";49.235370332872705, -123.18576561528145
2143;N/A;5639;DUNBAR ST;The Celtic Treasure Chest;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18576561528145, 49.235370332872705], ""type"": ""Point""}";49.235370332872705, -123.18576561528145
2145;N/A;5649;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18575367802178, 49.23522673472712], ""type"": ""Point""}";49.23522673472712, -123.18575367802178
2147;N/A;5659;DUNBAR ST;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18575891970681, 49.23493910301182], ""type"": ""Point""}";49.23493910301182, -123.18575891970681
2149;N/A;3626;W 16TH AV;Dunbar Sushi;Food & Beverage;2021;Dunbar-Southlands;"{""coordinates"": [-123.18573878160649, 49.2576027124966], ""type"": ""Point""}";49.2576027124966, -123.18573878160649
2150;N/A;3630;W 16TH AV;Pulse Cycling Studio;Entertainment and Leisure;2021;Dunbar-Southlands;"{""coordinates"": [-123.18573878160649, 49.2576027124966], ""type"": ""Point""}";49.2576027124966, -123.18573878160649
2151;N/A;3636;W 16TH AV;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18594615572123, 49.25760592394863], ""type"": ""Point""}";49.25760592394863, -123.18594615572123
2153;N/A;3644;W 16TH AV;Cheapskates 1;Comparison Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.1861535280207, 49.257609010897355], ""type"": ""Point""}";49.257609010897355, -123.1861535280207
2155;N/A;3593;W 26TH AV;Dr. Claire Kao TCM;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.1848317929129, 49.24928649338968], ""type"": ""Point""}";49.24928649338968, -123.1848317929129
2160;N/A;3518;W 41ST AV;Cabello Spa;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18249200185862, 49.234467269080305], ""type"": ""Point""}";49.234467269080305, -123.18249200185862
2164;N/A;3536;W 41ST AV;Vacant;Vacant;2021;Dunbar-Southlands;"{""coordinates"": [-123.18371473408153, 49.234493210944315], ""type"": ""Point""}";49.234493210944315, -123.18371473408153
2167;1;3554;W 41ST AV;Southland Pharmacy;Convenience Goods;2021;Dunbar-Southlands;"{""coordinates"": [-123.18371473408153, 49.234493210944315], ""type"": ""Point""}";49.234493210944315, -123.18371473408153
2172;N/A;3568;W 41ST AV;Skinworks Dermapure;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18405982502638, 49.2344939461555], ""type"": ""Point""}";49.2344939461555, -123.18405982502638
2173;N/A;3579;W 41ST AV;Southlands Dental Group;Service Commercial;2021;Dunbar-Southlands;"{""coordinates"": [-123.18488032341041, 49.23495748738697], ""type"": ""Point""}";49.23495748738697, -123.18488032341041
2178;N/A;3596;W 41ST AV;Shell Canada Limited;Automotive Goods & Services;2021;Dunbar-Southlands;"{""coordinates"": [-123.1849508424323, 49.234481503889555], ""type"": ""Point""}";49.234481503889555, -123.1849508424323
2180;N/A;1012;ALBERNI ST;Jaeger-LeCoultre;Comparison Goods;2021;West End;"{""coordinates"": [-123.12236084929206, 49.28402648462608], ""type"": ""Point""}";49.28402648462608, -123.12236084929206
2183;N/A;1026;ALBERNI ST;Brooks Brothers;Comparison Goods;2021;West End;"{""coordinates"": [-123.12274479363371, 49.284275331014626], ""type"": ""Point""}";49.284275331014626, -123.12274479363371
2187;N/A;1037;ALBERNI ST;Vacant;Vacant;2021;West End;"{""coordinates"": [-123.12198907740935, 49.2845455907278], ""type"": ""Point""}";49.2845455907278, -123.12198907740935
2190;N/A;1054;ALBERNI ST;Coast Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.12330968558508, 49.28464068115628], ""type"": ""Point""}";49.28464068115628, -123.12330968558508
2192;N/A;1059;ALBERNI ST;Thierry Patisserie;Food & Beverage;2021;West End;"{""coordinates"": [-123.1228733215244, 49.28511832284714], ""type"": ""Point""}";49.28511832284714, -123.1228733215244
2199;N/A;1088;ALBERNI ST;De Beers Diamond Jewellers;Comparison Goods;2021;West End;"{""coordinates"": [-123.12365339959302, 49.28486355788119], ""type"": ""Point""}";49.28486355788119, -123.12365339959302
2204;N/A;1119;ALBERNI ST;Rolex Boutique;Comparison Goods;2021;West End;"{""coordinates"": [-123.12415055654643, 49.285945646915266], ""type"": ""Point""}";49.285945646915266, -123.12415055654643
2207;N/A;1136;ALBERNI ST;Neptune Chinese Kitchen;Food & Beverage;2021;West End;"{""coordinates"": [-123.12497781051809, 49.28572197263361], ""type"": ""Point""}";49.28572197263361, -123.12497781051809
2209;N/A;1152;ALBERNI ST;Pink Elephant Thai Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.12566603139663, 49.2861674281454], ""type"": ""Point""}";49.2861674281454, -123.12566603139663
2211;N/A;1162;ALBERNI ST;Subway;Food & Beverage;2021;West End;"{""coordinates"": [-123.12566603139663, 49.2861674281454], ""type"": ""Point""}";49.2861674281454, -123.12566603139663
2213;N/A;1168;ALBERNI ST;Alberni Market;Convenience Goods;2021;West End;"{""coordinates"": [-123.12566603139663, 49.2861674281454], ""type"": ""Point""}";49.2861674281454, -123.12566603139663
2219;N/A;730;BURRARD ST;Luis Vuitton;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12109960347968, 49.283722244499856], ""type"": ""Point""}";49.283722244499856, -123.12109960347968
2221;2;755;BURRARD ST;Coach;Comparison Goods;2021;West End;"{""coordinates"": [-123.12236084929206, 49.28402648462608], ""type"": ""Point""}";49.28402648462608, -123.12236084929206
2223;2nd floor;755;BURRARD ST;Salam Bombay;Food & Beverage;2021;West End;"{""coordinates"": [-123.12236084929206, 49.28402648462608], ""type"": ""Point""}";49.28402648462608, -123.12236084929206
2226;N/A;689;THURLOW ST;49th Parallel Coffee Roasters;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12337312078047, 49.28633108162027], ""type"": ""Point""}";49.28633108162027, -123.12337312078047
2229;N/A;776;THURLOW ST;Savile Row Tailors;Service Commercial;2021;West End;"{""coordinates"": [-123.12433088686535, 49.28467050870922], ""type"": ""Point""}";49.28467050870922, -123.12433088686535
2230;N/A;746;THURLOW ST;Saint Laurent Paris;Comparison Goods;2021;West End;"{""coordinates"": [-123.12365339959302, 49.28486355788119], ""type"": ""Point""}";49.28486355788119, -123.12365339959302
2236;N/A;845;BURRARD ST;Boulevard Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.12401979855106, 49.283009119325726], ""type"": ""Point""}";49.283009119325726, -123.12401979855106
2241;101;888;BURRARD ST;Spence Diamonds Ltd;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12378574369022, 49.28222274385909], ""type"": ""Point""}";49.28222274385909, -123.12378574369022
2245;N/A;895;BURRARD ST;Sutton Place Wine Merchant;Convenience Goods;2021;West End;"{""coordinates"": [-123.12455762345128, 49.28277162407803], ""type"": ""Point""}";49.28277162407803, -123.12455762345128
2246;N/A;900;BURRARD ST;Famous Players Limited Partnership;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12420172466877, 49.28157566920938], ""type"": ""Point""}";49.28157566920938, -123.12420172466877
2247;100;909;BURRARD ST;Le Crocodile Restaurant;Food & Beverage;2021;West End;"{""coordinates"": [-123.12520308718939, 49.2824516921711], ""type"": ""Point""}";49.2824516921711, -123.12520308718939
2255;101;1100;BURRARD ST;Burgoo (Bistro 005) Ltd;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12761958163081, 49.279688629437324], ""type"": ""Point""}";49.279688629437324, -123.12761958163081
2256;102;1100;BURRARD ST;Elysian Coffee #4 Inc;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12761958163081, 49.279688629437324], ""type"": ""Point""}";49.279688629437324, -123.12761958163081
2258;N/A;1138;BURRARD ST;Directions Youth Resource Centre;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12780362585058, 49.27956688042669], ""type"": ""Point""}";49.27956688042669, -123.12780362585058
2264;N/A;1237;BURRARD ST;Mink Lash Boutique;Service Commercial;2021;West End;"{""coordinates"": [-123.1302991091638, 49.278790450985134], ""type"": ""Point""}";49.278790450985134, -123.1302991091638
2268;N/A;1305;BURRARD ST;Prep Beauty Parlour;Service Commercial;2021;West End;"{""coordinates"": [-123.13131502099768, 49.278056215925616], ""type"": ""Point""}";49.278056215925616, -123.13131502099768
2270;N/A;1308;BURRARD ST;Number e - Groceteria;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.13114764230289, 49.27736397555993], ""type"": ""Point""}";49.27736397555993, -123.13114764230289
2273;N/A;1315;BURRARD ST;Bees Knees;Comparison Goods;2021;West End;"{""coordinates"": [-123.13131502099768, 49.278056215925616], ""type"": ""Point""}";49.278056215925616, -123.13131502099768
2274;N/A;1325;BURRARD ST;Vacant UC;Vacant UC;2021;West End;"{""coordinates"": [-123.13131502099768, 49.278056215925616], ""type"": ""Point""}";49.278056215925616, -123.13131502099768
2275;N/A;1340;BURRARD ST;Clouds Electronic Cigarette Boutique Inc;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.13114764230289, 49.27736397555993], ""type"": ""Point""}";49.27736397555993, -123.13114764230289
2276;N/A;1342;BURRARD ST;Burly Barber Inc;Service Commercial;2021;Downtown;"{""coordinates"": [-123.13114764230289, 49.27736397555993], ""type"": ""Point""}";49.27736397555993, -123.13114764230289
2278;N/A;1346;BURRARD ST;Daikichi Sushi;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.13114764230289, 49.27736397555993], ""type"": ""Point""}";49.27736397555993, -123.13114764230289
2285;N/A;477;DAVIE ST;Coo Coo Coffee;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12353112288253, 49.27598491212113], ""type"": ""Point""}";49.27598491212113, -123.12353112288253
2290;N/A;518;DAVIE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12494132258297, 49.27577554498922], ""type"": ""Point""}";49.27577554498922, -123.12494132258297
2291;N/A;538;DAVIE ST;Poised Nail Lounge & Spa Yaletown;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12494132258297, 49.27577554498922], ""type"": ""Point""}";49.27577554498922, -123.12494132258297
2295;N/A;580;DAVIE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.1252108170835, 49.27614294595592], ""type"": ""Point""}";49.27614294595592, -123.1252108170835
2296;N/A;586;DAVIE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.1252108170835, 49.27614294595592], ""type"": ""Point""}";49.27614294595592, -123.1252108170835
2297;N/A;594;DAVIE ST;Royal Vape Inc;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.1252108170835, 49.27614294595592], ""type"": ""Point""}";49.27614294595592, -123.1252108170835
2299;N/A;616;DAVIE ST;Yamato Sushi;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12568082344094, 49.27661580200485], ""type"": ""Point""}";49.27661580200485, -123.12568082344094
2302;N/A;630;DAVIE ST;Happy Noodle;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12577019651692, 49.27667362116816], ""type"": ""Point""}";49.27667362116816, -123.12577019651692
2304;N/A;656;DAVIE ST;Jako Japanese Restaurant;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12610861866794, 49.27682000877903], ""type"": ""Point""}";49.27682000877903, -123.12610861866794
2305;N/A;668;DAVIE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12610861866794, 49.27682000877903], ""type"": ""Point""}";49.27682000877903, -123.12610861866794
2308;N/A;708;DAVIE ST;Numero Uno Pizza;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1266680104921, 49.27722958008942], ""type"": ""Point""}";49.27722958008942, -123.1266680104921
2313;N/A;738;DAVIE ST;Sushi Howe;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12730553863715, 49.27735324868997], ""type"": ""Point""}";49.27735324868997, -123.12730553863715
2317;N/A;781;DAVIE ST;Rori Momo Japanese Korean Restaurant Ltd;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12648554270335, 49.27789560267301], ""type"": ""Point""}";49.27789560267301, -123.12648554270335
2318;N/A;785;DAVIE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12648554270335, 49.27789560267301], ""type"": ""Point""}";49.27789560267301, -123.12648554270335
2320;N/A;808;DAVIE ST;Firecrust Neapolitan Pizzeria;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1277870530256, 49.27776139093189], ""type"": ""Point""}";49.27776139093189, -123.1277870530256
2322;N/A;813;DAVIE ST;Davie Smoke and Bong;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12696559832357, 49.2783027028566], ""type"": ""Point""}";49.2783027028566, -123.12696559832357
2323;N/A;819;DAVIE ST;Javan Exchange;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12696559832357, 49.2783027028566], ""type"": ""Point""}";49.2783027028566, -123.12696559832357
2325;N/A;828;DAVIE ST;Nando's Chicken;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1277870530256, 49.27776139093189], ""type"": ""Point""}";49.27776139093189, -123.1277870530256
2327;N/A;837;DAVIE ST;CMC Canadian Music Centre;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12749330080725, 49.27849937630124], ""type"": ""Point""}";49.27849937630124, -123.12749330080725
2328;N/A;838;DAVIE ST;Subway;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1277870530256, 49.27776139093189], ""type"": ""Point""}";49.27776139093189, -123.1277870530256
2329;N/A;843;DAVIE ST;Eden Florists;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12749330080725, 49.27849937630124], ""type"": ""Point""}";49.27849937630124, -123.12749330080725
2330;N/A;855;DAVIE ST;Breka Bakery and Cafe Inc;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12749330080725, 49.27849937630124], ""type"": ""Point""}";49.27849937630124, -123.12749330080725
2333;N/A;904;DAVIE ST;7-Eleven Store;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12856559763067, 49.27836105661689], ""type"": ""Point""}";49.27836105661689, -123.12856559763067
2337;N/A;925;DAVIE ST;Happy Nails and Spa;Service Commercial;2021;Downtown;"{""coordinates"": [-123.1280489155382, 49.27885882652114], ""type"": ""Point""}";49.27885882652114, -123.1280489155382
2338;N/A;928;DAVIE ST;District Warrior;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12880406905224, 49.27851515109084], ""type"": ""Point""}";49.27851515109084, -123.12880406905224
2342;N/A;988;DAVIE ST;Mucho Burrito 988 Davie Street;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12928611552073, 49.278586012016234], ""type"": ""Point""}";49.278586012016234, -123.12928611552073
2345;15;200;GRANVILLE ST;Fairlane Smoke Shop;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.11236578674475, 49.286554526203496], ""type"": ""Point""}";49.286554526203496, -123.11236578674475
2349;N/A;433;GRANVILLE ST;Festal Cafe Ltd;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11455084546827, 49.285365033459094], ""type"": ""Point""}";49.285365033459094, -123.11455084546827
2351;N/A;451;GRANVILLE ST;Quantum Coffee;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11475297316237, 49.2850911646799], ""type"": ""Point""}";49.2850911646799, -123.11475297316237
2353;N/A;466;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.11441549633143, 49.28473749608962], ""type"": ""Point""}";49.28473749608962, -123.11441549633143
2358;N/A;524;GRANVILLE ST;Moore's;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.1151700269459, 49.28405605203843], ""type"": ""Point""}";49.28405605203843, -123.1151700269459
2360;N/A;533;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.11576547252464, 49.28444119798522], ""type"": ""Point""}";49.28444119798522, -123.11576547252464
2364;N/A;550;GRANVILLE ST;Miniso (Canada) Store Two Inc;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11546449897303, 49.28386096136645], ""type"": ""Point""}";49.28386096136645, -123.11546449897303
2365;N/A;562;GRANVILLE ST;Urban Sushi;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11564843483815, 49.28373930928332], ""type"": ""Point""}";49.28373930928332, -123.11564843483815
2366;N/A;566;GRANVILLE ST;Hot-Star Large Fried Chicken;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11564843483815, 49.28373930928332], ""type"": ""Point""}";49.28373930928332, -123.11564843483815
2367;N/A;574;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.11564843483815, 49.28373930928332], ""type"": ""Point""}";49.28373930928332, -123.11564843483815
2377;N/A;670;GRANVILLE ST;FYI Eye Care Services;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11657971526182, 49.28312404797613], ""type"": ""Point""}";49.28312404797613, -123.11657971526182
2379;N/A;674;GRANVILLE ST;Topshop;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11699539053087, 49.28253253952624], ""type"": ""Point""}";49.28253253952624, -123.11699539053087
2382;R110;725;GRANVILLE ST;AllSaints;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11950088594357, 49.28224355654455], ""type"": ""Point""}";49.28224355654455, -123.11950088594357
2383;R112;725;GRANVILLE ST;B2 (Browns Shoes);Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11950088594357, 49.28224355654455], ""type"": ""Point""}";49.28224355654455, -123.11950088594357
2385;R118;725;GRANVILLE ST;Abercrombie Store #11180;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11950088594357, 49.28224355654455], ""type"": ""Point""}";49.28224355654455, -123.11950088594357
2386;R126;725;GRANVILLE ST;Ted Baker London;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11950088594357, 49.28224355654455], ""type"": ""Point""}";49.28224355654455, -123.11950088594357
2387;R128;725;GRANVILLE ST;Microsoft Canada Inc;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11950088594357, 49.28224355654455], ""type"": ""Point""}";49.28224355654455, -123.11950088594357
2388;R130;725;GRANVILLE ST;Disney Store Canada #788;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11950088594357, 49.28224355654455], ""type"": ""Point""}";49.28224355654455, -123.11950088594357
2390;N/A;720;GRANVILLE ST;Starbucks Coffee;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11771301621158, 49.28182378500203], ""type"": ""Point""}";49.28182378500203, -123.11771301621158
2393;N/A;734;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.1185132214996, 49.28184606128068], ""type"": ""Point""}";49.28184606128068, -123.1185132214996
2396;N/A;752;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.11901808141587, 49.28151188603057], ""type"": ""Point""}";49.28151188603057, -123.11901808141587
2397;N/A;756;GRANVILLE ST;Sleep Country Canada Inc;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11901808141587, 49.28151188603057], ""type"": ""Point""}";49.28151188603057, -123.11901808141587
2398;N/A;762;GRANVILLE ST;Claire's Boutique;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11901808141587, 49.28151188603057], ""type"": ""Point""}";49.28151188603057, -123.11901808141587
2403;N/A;798;GRANVILLE ST;Best Buy;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11901808141587, 49.28151188603057], ""type"": ""Point""}";49.28151188603057, -123.11901808141587
2404;N/A;800;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.11970138518318, 49.281060103468185], ""type"": ""Point""}";49.281060103468185, -123.11970138518318
2411;N/A;831;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12070194523105, 49.281177817898296], ""type"": ""Point""}";49.281177817898296, -123.12070194523105
2416;N/A;848;GRANVILLE ST;Adidas Canada Ltd;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12062129494836, 49.28045122202384], ""type"": ""Point""}";49.28045122202384, -123.12062129494836
2421;N/A;872;GRANVILLE ST;Brandy & Melville;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12073168161054, 49.28037815672776], ""type"": ""Point""}";49.28037815672776, -123.12073168161054
2423;N/A;888;GRANVILLE ST;Camouflage li In't Military Surplus;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12098925058666, 49.28020766702466], ""type"": ""Point""}";49.28020766702466, -123.12098925058666
2424;N/A;891;GRANVILLE ST;McDonald's Restaurant;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12151196854477, 49.28064229545499], ""type"": ""Point""}";49.28064229545499, -123.12151196854477
2426;N/A;898;GRANVILLE ST;Dr. Vape Smoke & Bongs;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12098925058666, 49.28020766702466], ""type"": ""Point""}";49.28020766702466, -123.12098925058666
