TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,RECENCY
Theft from Vehicle,2022,2,21,22,0,61XX ST GEORGE ST,Sunset,493151.754,5452882.6666,115
Theft from Vehicle,2022,3,15,18,0,61XX ST GEORGE ST,Sunset,493161.6097,5452941.499,93
Theft from Vehicle,2022,4,4,4,0,61XX WILLOW ST,Oakridge,491011.2571,5453001.3216,73
Theft from Vehicle,2022,1,17,4,45,61XX WILLOW ST,Oakridge,491020.2681,5452991.0605,150
Theft from Vehicle,2022,4,4,21,45,62XX ANGUS DR,Kerrisdale,489238.4782,5452926.9042,73
Theft from Vehicle,2022,4,10,20,0,62XX ASH ST,Oakridge,491411.1616,5452855.0135,67
Theft from Vehicle,2022,5,20,0,0,62XX BATTISON ST,Killarney,497771.2963,5452731.5534,27
Theft from Vehicle,2022,5,7,14,19,62XX CHESTER ST,Sunset,493500.4358,5452785.5467,40
Theft from Vehicle,2022,1,14,15,0,62XX DUMFRIES ST,Victoria-Fraserview,494584.7951,5452812.1737,153
Theft from Vehicle,2022,5,16,23,0,63XX DUMFRIES ST,Victoria-Fraserview,494570.9271,5452622.2261,31
Theft from Vehicle,2022,1,28,13,0,63XX MARGUERITE ST,Kerrisdale,489452.8759,5452864.9996,139
Theft from Vehicle,2022,3,7,0,30,63XX QUEBEC ST,Sunset,492440.4287,5452686.2133,101
Theft from Vehicle,2022,4,15,17,30,63XX WINDSOR ST,Sunset,493790.6792,5452641.3632,62
Theft from Vehicle,2022,3,25,12,30,63XX WINDSOR ST,Sunset,493790.8299,5452649.4245,83
Theft from Vehicle,2022,1,13,16,0,63XX WINDSOR ST,Sunset,493791.2442,5452671.593,154
Theft from Vehicle,2022,1,19,5,30,63XX WINDSOR ST,Sunset,493801.3283,5452721.8052,148
Theft from Vehicle,2022,1,22,4,20,64XX BEATRICE ST,Victoria-Fraserview,495121.0251,5452584.5164,145
Theft from Vehicle,2022,1,30,11,0,64XX MAIN ST,Sunset,492604.3809,5452553.0322,137
Theft from Vehicle,2022,4,19,22,14,64XX QUEBEC ST,Sunset,492448.9256,5452658.7459,58
Theft from Vehicle,2022,3,6,21,30,64XX SOPHIA ST,Sunset,492747.5012,5452563.5214,102
Theft from Vehicle,2022,4,19,3,19,65XX MAPLE ST,Kerrisdale,488913.5505,5452711.9204,58
Theft from Vehicle,2022,3,19,22,40,65XX MARGUERITE ST,Kerrisdale,489438.1017,5452668.3105,89
Theft from Vehicle,2022,2,1,13,1,66XX ASH ST,Oakridge,491401.9503,5452416.2707,135
Theft from Vehicle,2022,1,20,15,30,66XX BROOKS ST,Killarney,497428.9248,5452266.6263,147
Theft from Vehicle,2022,3,19,5,0,66XX COMMERCIAL ST,Victoria-Fraserview,494977.8493,5452391.0623,89
Theft from Vehicle,2022,4,30,23,13,66XX CULLODEN ST,Sunset,494272.8946,5452397.7792,47
Theft from Vehicle,2022,3,26,1,0,66XX FRASER ST,Sunset,493391.9173,5452387.2611,82
Theft from Vehicle,2022,2,5,19,30,66XX WALES ST,Victoria-Fraserview,496173.6737,5452239.7569,131
Theft from Vehicle,2022,5,9,9,0,67XX DUMFRIES ST,Victoria-Fraserview,494560.4608,5452210.7427,38
Theft from Vehicle,2022,2,21,18,0,67XX MONTGOMERY ST,Oakridge,490394.4753,5452446.4293,115
Theft from Vehicle,2022,3,17,0,0,67XX TYNE ST,Killarney,497641.6497,5452218.6744,91
Theft from Vehicle,2022,3,27,22,28,68XX CAMBIE ST,Oakridge,491522.4556,5452337.4855,81
Theft from Vehicle,2022,2,20,0,0,68XX DAWSON ST,Killarney,496439.774,5452078.7453,116
Theft from Vehicle,2022,4,26,22,0,68XX KILLARNEY ST,Killarney,496667.261,5452161.3219,51
Theft from Vehicle,2022,4,10,22,0,69XX CHURCHILL ST,Kerrisdale,489678.6778,5452212.697,67
Theft from Vehicle,2022,4,10,22,0,69XX GLADSTONE ST,Victoria-Fraserview,495447.2678,5452048.8269,67
Theft from Vehicle,2022,1,26,18,0,69XX SELKIRK ST,Oakridge,490288.259,5452274.4202,141
Theft from Vehicle,2022,1,11,12,50,6X E CORDOVA ST,Central Business District,492512.2174,5458853.5229,156
Theft from Vehicle,2022,3,20,18,0,6X KEEFER ST,Central Business District,492507.7472,5458505.2044,88
Theft from Vehicle,2022,3,19,0,0,6X SMITHE ST,Central Business District,491637.659,5458137.9144,89
Theft from Vehicle,2022,5,9,2,0,6X SMITHE ST,Central Business District,491648.1184,5458120.0969,38
Theft from Vehicle,2022,4,27,10,30,6X SMITHE ST,Central Business District,491710.453,5458089.4748,50
Theft from Vehicle,2022,3,8,1,3,6X W 40TH AVE,Riley Park,492205.1108,5453544.5266,100
Theft from Vehicle,2022,1,25,1,0,6X W CORDOVA ST,Central Business District,492293.7194,5458890.667,142
Theft from Vehicle,2022,2,6,23,0,6X W CORDOVA ST,Central Business District,492293.7194,5458890.667,130
Theft from Vehicle,2022,2,16,18,0,6X W CORDOVA ST,Central Business District,492294.9936,5458890.2807,120
Theft from Vehicle,2022,1,7,12,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,160
Theft from Vehicle,2022,1,8,12,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,159
Theft from Vehicle,2022,1,17,11,3,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,150
Theft from Vehicle,2022,1,31,0,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,136
Theft from Vehicle,2022,2,1,11,50,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,135
Theft from Vehicle,2022,2,19,21,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,117
Theft from Vehicle,2022,2,21,10,5,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,115
Theft from Vehicle,2022,2,23,18,30,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,113
Theft from Vehicle,2022,2,26,16,30,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,110
Theft from Vehicle,2022,3,4,18,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,104
Theft from Vehicle,2022,3,16,18,30,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,92
Theft from Vehicle,2022,3,18,12,30,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,90
Theft from Vehicle,2022,4,2,17,47,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,75
Theft from Vehicle,2022,4,3,18,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,74
Theft from Vehicle,2022,4,12,19,30,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,65
Theft from Vehicle,2022,4,13,15,10,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,64
Theft from Vehicle,2022,4,15,11,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,62
Theft from Vehicle,2022,4,15,19,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,62
Theft from Vehicle,2022,4,23,21,56,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,54
Theft from Vehicle,2022,5,2,19,0,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,45
Theft from Vehicle,2022,5,9,16,30,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,38
Theft from Vehicle,2022,5,14,19,30,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,33
Theft from Vehicle,2022,5,24,22,22,6X W CORDOVA ST,Central Business District,492301.0188,5458898.0096,23
Theft from Vehicle,2022,5,7,14,0,6X W HASTINGS ST,Central Business District,492288.321,5458791.7906,40
Theft from Vehicle,2022,2,1,18,22,6XX ABBOTT ST,Central Business District,492166.4427,5458454.6056,135
Theft from Vehicle,2022,2,18,17,0,6XX ABBOTT ST,Central Business District,492166.4427,5458454.6056,118
Theft from Vehicle,2022,1,11,22,0,6XX ABBOTT ST,Central Business District,492176.2324,5458530.6537,156
Theft from Vehicle,2022,3,15,2,20,6XX ABBOTT ST,Central Business District,492176.3986,5458550.2289,93
Theft from Vehicle,2022,3,18,23,4,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277,90
Theft from Vehicle,2022,1,19,0,0,6XX BEACH CRES,Central Business District,490551.8444,5457860.2574,148
Theft from Vehicle,2022,2,9,6,50,6XX BEACH CRES,Central Business District,490551.8444,5457860.2574,127
Theft from Vehicle,2022,2,6,0,30,6XX BEATTY ST,Central Business District,491957.3636,5458561.3593,130
Theft from Vehicle,2022,4,7,15,0,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304,70
Theft from Vehicle,2022,4,20,12,0,6XX BURRARD ST,Central Business District,491278.6732,5459176.8304,57
Theft from Vehicle,2022,3,7,22,0,6XX BUTE ST,Central Business District,490961.373,5459462.8609,101
Theft from Vehicle,2022,3,20,2,0,6XX BUTE ST,Central Business District,490970.7905,5459459.2402,88
Theft from Vehicle,2022,4,16,11,0,6XX CAMBIE ST,Central Business District,491780.1032,5458526.6583,61
Theft from Vehicle,2022,4,7,11,29,6XX CAMBIE ST,Central Business District,491873.8687,5458623.5989,70
Theft from Vehicle,2022,2,22,5,50,6XX CAMPBELL AVE,Strathcona,493830.1006,5458466.9183,114
Theft from Vehicle,2022,2,6,10,0,6XX CITADEL PRDE,Central Business District,491897.3133,5458427.5105,130
Theft from Vehicle,2022,1,23,10,40,6XX CITADEL PRDE,Central Business District,491956.0253,5458483.6938,144
Theft from Vehicle,2022,4,4,15,0,6XX DAVIE ST,Central Business District,490863.1736,5458225.8927,73
Theft from Vehicle,2022,4,23,13,0,6XX DENMAN ST,Central Business District,490324.3027,5460037.4117,54
Theft from Vehicle,2022,5,13,17,0,6XX DUNSMUIR ST,Central Business District,491596.9117,5458938.0193,34
Theft from Vehicle,2022,3,30,3,15,6XX E 10TH AVE,Mount Pleasant,493383.0511,5456529.6442,78
Theft from Vehicle,2022,1,11,17,0,6XX E 10TH AVE,Mount Pleasant,493397.4826,5456530.2796,156
Theft from Vehicle,2022,3,16,15,0,6XX E 17TH AVE,Riley Park,493441.294,5455862.5362,92
Theft from Vehicle,2022,4,16,21,0,6XX E 20TH AVE,Riley Park,493320.2698,5455572.4293,61
Theft from Vehicle,2022,5,23,23,0,6XX E 20TH AVE,Riley Park,493435.5417,5455567.542,24
Theft from Vehicle,2022,3,8,1,35,6XX E 31ST AVE,Riley Park,493284.3105,5454427.2901,100
Theft from Vehicle,2022,4,2,19,0,6XX E 48TH AVE,Sunset,493273.6556,5452640.3111,75
Theft from Vehicle,2022,1,21,19,30,6XX E 61ST AVE,Sunset,493254.1009,5451338.8811,146
Theft from Vehicle,2022,1,21,23,0,6XX E 61ST AVE,Sunset,493286.7833,5451337.99,146
Theft from Vehicle,2022,1,11,15,0,6XX E 62ND AVE,Sunset,493280.092,5451265.3455,156
Theft from Vehicle,2022,1,14,18,0,6XX E 63RD AVE,Sunset,493208.6094,5451149.9316,153
Theft from Vehicle,2022,2,11,16,30,6XX E 64TH AVE,Sunset,493356.5647,5451101.8791,125
Theft from Vehicle,2022,4,8,15,0,6XX E 6TH AVE,Mount Pleasant,493385.7513,5456942.5948,69
Theft from Vehicle,2022,4,9,4,51,6XX E 7TH AVE,Mount Pleasant,493386.3496,5456841.7285,68
Theft from Vehicle,2022,3,19,0,0,6XX E CORDOVA ST,Strathcona,493470.7299,5458815.87,89
Theft from Vehicle,2022,1,6,0,0,6XX E GEORGIA ST,Strathcona,493344.2361,5458407.2749,161
Theft from Vehicle,2022,3,13,16,0,6XX E GEORGIA ST,Strathcona,493368.5102,5458406.5567,95
Theft from Vehicle,2022,3,17,0,0,6XX E KENT AVE S,Sunset,493292.4578,5450559.936,91
Theft from Vehicle,2022,4,17,20,0,6XX EXPO BLVD,Central Business District,492080.5773,5458435.4767,60
Theft from Vehicle,2022,5,23,21,36,6XX EXPO BLVD,Central Business District,492080.5773,5458435.4767,24
Theft from Vehicle,2022,2,5,17,15,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284,131
Theft from Vehicle,2022,2,25,22,0,6XX EXPO BLVD,Central Business District,492090.4755,5458431.2258,111
Theft from Vehicle,2022,3,18,19,0,6XX GORE AVE,Strathcona,492936.2182,5458519.9813,90
Theft from Vehicle,2022,1,6,9,0,6XX HAMILTON ST,Central Business District,491780.0995,5458666.3543,161
Theft from Vehicle,2022,5,18,18,30,6XX HAMILTON ST,Central Business District,491780.0995,5458666.3543,29
Theft from Vehicle,2022,5,7,14,0,6XX HEATLEY AVE,Strathcona,493481.6121,5458505.614,40
Theft from Vehicle,2022,1,5,17,30,6XX HELMCKEN ST,Central Business District,491002.0063,5458316.321,162
Theft from Vehicle,2022,5,13,20,47,6XX HOMER ST,Central Business District,491746.5085,5458773.8444,34
Theft from Vehicle,2022,3,4,0,25,6XX HORNBY ST,Central Business District,491339.956,5459087.3028,104
Theft from Vehicle,2022,3,21,14,45,6XX HORNBY ST,Central Business District,491390.2582,5459124.4651,87
Theft from Vehicle,2022,3,20,13,0,6XX HOWE ST,Central Business District,491402.0048,5459010.4004,88
Theft from Vehicle,2022,3,13,22,0,6XX KEEFER ST,Strathcona,493347.1272,5458507.6379,95
Theft from Vehicle,2022,4,20,23,0,6XX KINGSWAY AVE,Mount Pleasant,493438.4721,5456008.6515,57
Theft from Vehicle,2022,3,19,15,30,6XX KINGSWAY AVE,Mount Pleasant,493440.117,5456007.554,89
Theft from Vehicle,2022,5,10,8,0,6XX MAIN ST,Strathcona,492750.1312,5458519.1112,37
Theft from Vehicle,2022,3,3,21,30,6XX MOBERLY RD,Fairview,491392.8359,5457133.1464,105
Theft from Vehicle,2022,5,3,21,0,6XX NELSON ST,Central Business District,491081.7,5458470.7553,44
Theft from Vehicle,2022,2,5,20,30,6XX PACIFIC BLVD,Central Business District,492086.1493,5458246.7755,131
Theft from Vehicle,2022,5,1,19,30,6XX PACIFIC BLVD,Central Business District,492163.9606,5458264.1541,46
Theft from Vehicle,2022,4,29,15,0,6XX PIPELINE RD,Stanley Park,490124.2541,5460764.8808,48
Theft from Vehicle,2022,4,29,11,11,6XX PIPELINE RD,Stanley Park,490125.8933,5460849.1512,48
Theft from Vehicle,2022,4,3,10,0,6XX PIPELINE RD,Stanley Park,490126.1066,5460860.0917,74
Theft from Vehicle,2022,4,16,15,0,6XX RICHARDS ST,Central Business District,491603.3348,5458785.2991,61
Theft from Vehicle,2022,5,21,22,0,6XX RICHARDS ST,Central Business District,491603.3348,5458785.2991,26
Theft from Vehicle,2022,5,23,14,30,6XX RICHARDS ST,Central Business District,491603.3348,5458785.2991,24
Theft from Vehicle,2022,5,4,18,24,6XX RICHARDS ST,Central Business District,491603.3348,5458785.2991,43
Theft from Vehicle,2022,1,8,17,30,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,159
Theft from Vehicle,2022,1,14,20,0,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,153
Theft from Vehicle,2022,2,4,21,30,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,132
Theft from Vehicle,2022,2,6,11,48,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,130
Theft from Vehicle,2022,2,11,10,46,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,125
Theft from Vehicle,2022,2,19,19,30,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,117
Theft from Vehicle,2022,3,18,22,0,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,90
Theft from Vehicle,2022,4,20,10,30,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604,57
Theft from Vehicle,2022,1,2,13,24,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,165
Theft from Vehicle,2022,1,3,2,5,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,164
Theft from Vehicle,2022,1,4,4,5,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,163
Theft from Vehicle,2022,1,8,15,0,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,159
Theft from Vehicle,2022,1,12,6,45,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,155
Theft from Vehicle,2022,1,12,8,0,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,155
Theft from Vehicle,2022,1,17,15,5,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,150
Theft from Vehicle,2022,4,2,16,0,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223,75
Theft from Vehicle,2022,3,9,16,35,6XX RICHARDS ST,Central Business District,491647.0023,5458829.5438,99
Theft from Vehicle,2022,3,29,21,44,6XX RICHARDS ST,Central Business District,491647.0023,5458829.5438,79
Theft from Vehicle,2022,4,15,21,0,6XX RICHARDS ST,Central Business District,491647.0023,5458829.5438,62
Theft from Vehicle,2022,5,7,14,45,6XX RICHARDS ST,Central Business District,491647.0023,5458829.5438,40
Theft from Vehicle,2022,5,8,11,0,6XX RICHARDS ST,Central Business District,491647.0023,5458829.5438,39
Theft from Vehicle,2022,5,11,23,30,6XX RICHARDS ST,Central Business District,491647.0023,5458829.5438,36
Theft from Vehicle,2022,5,22,1,11,6XX RICHARDS ST,Central Business District,491651.8543,5458834.4598,25
Theft from Vehicle,2022,2,6,19,45,6XX RICHARDS ST,Central Business District,491654.2803,5458836.9179,130
Theft from Vehicle,2022,2,19,22,45,6XX RICHARDS ST,Central Business District,491655.9365,5458825.5786,117
Theft from Vehicle,2022,1,15,19,30,6XX RICHARDS ST,Central Business District,491672.8153,5458842.68,152
Theft from Vehicle,2022,1,20,22,32,6XX RICHARDS ST,Central Business District,491672.8153,5458842.68,147
Theft from Vehicle,2022,3,29,11,0,6XX RICHARDS ST,Central Business District,491672.8153,5458842.68,79
Theft from Vehicle,2022,5,7,23,47,6XX RICHARDS ST,Central Business District,491675.3442,5458845.2428,40
Theft from Vehicle,2022,5,23,17,52,6XX RICHARDS ST,Central Business District,491675.3442,5458845.2428,24
Theft from Vehicle,2022,5,7,12,0,6XX SE MARINE DR,Sunset,493212.6567,5450909.8048,40
Theft from Vehicle,2022,3,21,8,30,6XX SEYMOUR ST,Central Business District,491529.4492,5458848.3581,87
Theft from Vehicle,2022,2,22,13,30,6XX SEYMOUR ST,Central Business District,491540.6498,5458859.7103,114
Theft from Vehicle,2022,2,5,23,30,6XX SEYMOUR ST,Central Business District,491609.0732,5458916.0522,131
Theft from Vehicle,2022,4,20,9,50,6XX SEYMOUR ST,Central Business District,491609.0732,5458916.0522,57
Theft from Vehicle,2022,3,22,21,0,6XX SMITHE ST,Central Business District,491210.727,5458577.098,86
Theft from Vehicle,2022,3,21,6,30,6XX SW MARINE DR,Marpole,491289.9581,5450697.1588,87
Theft from Vehicle,2022,3,13,17,0,6XX UNION ST,Strathcona,493338.1478,5458305.8709,95
Theft from Vehicle,2022,2,4,0,0,6XX UNION ST,Strathcona,493362.625,5458305.1949,132
Theft from Vehicle,2022,3,8,22,0,6XX W 18TH AVE,South Cambie,491320.5459,5455825.6929,100
Theft from Vehicle,2022,2,10,0,0,6XX W 19TH AVE,South Cambie,491260.7787,5455726.8791,126
Theft from Vehicle,2022,3,11,12,0,6XX W 26TH AVE,South Cambie,491291.28,5455029.8204,97
Theft from Vehicle,2022,4,21,1,0,6XX W 27TH AVE,South Cambie,491283.527,5454936.5733,56
Theft from Vehicle,2022,3,12,14,0,6XX W 29TH AVE,South Cambie,491299.725,5454722.608,96
Theft from Vehicle,2022,2,20,22,0,6XX W 32ND AVE,South Cambie,491238.1463,5454394.9619,116
Theft from Vehicle,2022,2,13,2,0,6XX W 53RD AVE,Oakridge,491271.3625,5452221.0483,123
Theft from Vehicle,2022,1,16,20,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735,151
Theft from Vehicle,2022,1,18,9,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735,149
Theft from Vehicle,2022,4,23,20,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735,54
Theft from Vehicle,2022,2,4,19,0,6XX W BROADWAY AVE,Fairview,491441.1205,5456732.213,132
Theft from Vehicle,2022,2,23,16,20,6XX W BROADWAY AVE,Fairview,491441.1205,5456732.213,113
Theft from Vehicle,2022,5,1,0,34,6XX W BROADWAY AVE,Fairview,491441.1205,5456732.213,46
Theft from Vehicle,2022,1,7,7,30,6XX W CORDOVA ST,Central Business District,491865.2415,5459187.8455,160
Theft from Vehicle,2022,5,3,7,0,6XX W CORDOVA ST,Central Business District,491865.2415,5459187.8455,44
Theft from Vehicle,2022,3,19,16,30,6XX W HASTINGS ST,Central Business District,491787.2299,5459106.5361,89
Theft from Vehicle,2022,5,25,23,0,6XX W HASTINGS ST,Central Business District,491787.2299,5459106.5361,22
Theft from Vehicle,2022,4,15,23,45,6XX W PENDER ST,Central Business District,491719.7342,5459044.0386,62
Theft from Vehicle,2022,4,21,6,6,6XX W PENDER ST,Central Business District,491719.7342,5459044.0386,56
Theft from Vehicle,2022,5,6,5,8,70XX CAMBIE ST,Oakridge,491516.4817,5452100.7755,41
Theft from Vehicle,2022,1,24,17,0,70XX PRINCE EDWARD ST,Sunset,492892.0867,5451956.4428,143
Theft from Vehicle,2022,1,23,23,0,70XX WILTSHIRE ST,Kerrisdale,489307.2017,5452106.5391,144
Theft from Vehicle,2022,4,26,1,10,71XX ADERA ST,Kerrisdale,489534.7659,5452006.0031,51
Theft from Vehicle,2022,3,2,22,0,71XX NEAL ST,Oakridge,491102.8581,5451933.1774,106
Theft from Vehicle,2022,5,5,20,30,72XX CAMBIE ST,Oakridge,491483.9175,5451877.7521,42
Theft from Vehicle,2022,2,11,16,30,72XX INVERNESS ST,Sunset,494164.1243,5451756.5221,125
Theft from Vehicle,2022,1,30,1,0,73XX BLAKE ST,Killarney,497842.0455,5451635.2702,137
Theft from Vehicle,2022,3,29,4,22,75XX JASPER CRES,Victoria-Fraserview,494901.7324,5451441.2514,79
Theft from Vehicle,2022,5,11,0,30,75XX MONTCALM ST,Marpole,490138.9135,5451604.2583,36
Theft from Vehicle,2022,5,14,4,38,76XX FRENCH ST,Marpole,489887.2183,5451581.199,33
Theft from Vehicle,2022,4,16,1,0,76XX MAIN ST,Sunset,492567.6775,5451448.2973,61
Theft from Vehicle,2022,1,30,0,36,76XX MATHESON CRES,Killarney,498151.6267,5451408.0204,137
Theft from Vehicle,2022,5,4,0,0,76XX YUKON ST,Marpole,491588.483,5451413.2806,43
Theft from Vehicle,2022,4,17,1,39,77XX ANGUS DR,Kerrisdale,489187.2735,5451402.743,60
Theft from Vehicle,2022,2,5,17,0,77XX BEAMISH CRT,Killarney,498013.619,5451266.4152,131
Theft from Vehicle,2022,1,29,10,30,77XX CAMBIE ST,Marpole,491467.2204,5451294.8779,138
